1 0.805853 -0.556251 -0.202942 0.801659 -0.476116 -0.361464 
2 -0.974633 -0.127442 -0.183979 -0.983034 -0.111113 -0.145939 
3 0.119534 -0.295368 -0.947876 -0.205968 -0.065618 -0.976356 
4 0.819495 -0.571831 -0.037919 -0.433045 0.349092 -0.831028 
5 -0.352172 -0.658373 -0.665222 -0.745120 0.240279 -0.622143 
1 0.828231 -0.531543 -0.177471 -0.810501 0.472607 -0.346021 
2 -0.951697 -0.137616 -0.274470 -0.966273 -0.107083 -0.234201 
3 -0.129670 0.376515 -0.917291 -0.168278 -0.225646 -0.959566 
4 0.806733 -0.587820 -0.060407 0.825641 -0.429507 -0.365843 
5 -0.390522 -0.646507 -0.655378 -0.617371 0.283287 -0.733895 
1 0.836351 -0.532280 -0.131129 0.816532 -0.492990 -0.300395 
2 -0.921906 -0.161181 -0.352294 -0.935842 -0.141429 -0.322796 
3 -0.167039 0.621878 -0.765092 0.278241 0.427504 -0.860129 
4 0.121943 0.519333 -0.845827 -0.268869 0.348548 -0.897900 
5 -0.445891 -0.606743 -0.658061 -0.692951 -0.649310 -0.313395 
1 0.821259 -0.565304 -0.077242 -0.800850 0.545832 -0.246385 
2 -0.920949 0.158179 -0.356135 -0.935091 -0.175368 -0.307980 
3 -0.600523 -0.740590 -0.301495 0.357727 -0.707224 -0.609809 
4 0.839620 -0.540845 -0.050256 -0.377063 0.276843 -0.883844 
5 -0.423280 -0.604057 -0.675240 -0.679144 -0.660167 -0.320846 
1 0.796872 -0.550728 -0.248382 0.771667 -0.535767 -0.342760 
2 -0.157620 -0.306563 -0.938709 -0.972204 0.136686 -0.190096 
3 -0.529573 -0.709628 -0.464737 0.399303 -0.671089 -0.624657 
4 0.830823 -0.555376 -0.035933 0.844009 -0.366696 -0.391386 
5 -0.514675 0.523847 -0.678744 -0.781111 -0.519814 -0.345918 
1 0.792768 -0.568565 -0.219667 0.792456 -0.543404 -0.276996 
2 -0.127014 -0.273981 -0.953311 -0.982358 0.106921 -0.153428 
3 -0.419806 -0.568208 -0.707744 0.484508 -0.681167 -0.548875 
4 0.811629 -0.583872 -0.018740 -0.457051 0.289746 -0.840923 
5 -0.501429 0.549582 -0.668228 -0.791648 -0.515818 -0.327452 
1 0.830482 -0.555669 -0.039127 -0.839139 0.543909 -0.002978 
2 -0.972542 0.113346 -0.203261 0.989580 -0.092241 -0.110560 
3 -0.584844 -0.720873 -0.371886 0.453004 -0.710922 -0.537939 
4 0.922948 -0.378185 -0.071710 -0.912553 0.353109 -0.206301 
5 -0.522400 -0.506388 -0.686054 -0.771497 -0.557626 -0.306342 
1 0.824152 -0.531843 -0.194721 0.822701 -0.539144 -0.180243 
2 -0.959985 0.123820 -0.251192 -0.980058 -0.106689 -0.167644 
3 -0.656779 -0.701410 -0.276883 0.468844 -0.741575 -0.479846 
4 -0.095546 0.011716 -0.995356 -0.033611 -0.011970 -0.999363 
5 -0.475575 -0.528934 -0.702892 -0.711772 -0.590473 -0.380424 
1 0.818414 -0.521576 -0.241156 0.809829 -0.532067 -0.247147 
2 -0.944939 -0.149863 -0.290914 -0.963861 -0.128146 -0.233563 
3 -0.141151 0.649794 -0.746889 0.429328 0.357232 -0.829496 
4 0.104481 -0.077958 -0.991467 -0.059068 -0.099602 -0.993273 
5 -0.455114 -0.560413 -0.691960 -0.709292 0.334536 -0.620476 
1 0.800146 -0.544329 -0.251937 0.794596 -0.514043 -0.323075 
2 -0.961475 -0.155739 -0.226521 -0.976529 -0.126075 -0.174633 
3 -0.045069 0.538580 -0.841368 0.376719 0.216283 -0.900724 
4 0.089036 0.009064 -0.995987 -0.069968 0.055571 -0.996000 
5 -0.395626 -0.611817 -0.684952 -0.703250 0.262097 -0.660867 
1 0.797880 -0.511331 -0.319263 -0.782107 0.437561 -0.443676 
2 -0.956903 -0.169865 -0.235549 -0.976817 -0.137905 -0.163739 
3 -0.033837 0.478476 -0.877449 0.374809 0.121438 -0.919114 
4 0.110744 0.053292 -0.992419 -0.033843 0.050356 -0.998158 
5 -0.405355 -0.605085 -0.685244 -0.684173 0.241220 -0.688273 
1 0.801357 -0.508707 -0.314712 0.758352 -0.505014 -0.412144 
2 -0.957153 -0.161240 -0.240541 -0.976403 -0.129725 -0.172652 
3 -0.065264 0.442535 -0.894373 -0.299247 -0.161935 -0.940334 
4 0.124527 0.007131 -0.992191 -0.054600 0.050012 -0.997255 
5 -0.496690 -0.574153 -0.650882 -0.719867 0.287661 -0.631698 
1 0.791296 -0.527206 -0.309684 0.752353 -0.530135 -0.391052 
2 -0.954110 -0.149990 -0.259185 -0.974784 -0.119287 -0.188592 
3 -0.060436 0.414097 -0.908224 -0.269338 -0.160274 -0.949615 
4 0.114377 0.053663 -0.991987 -0.041947 0.083173 -0.995652 
5 -0.498544 -0.575840 -0.647967 -0.739532 0.296835 -0.604137 
1 0.774658 -0.556015 -0.301251 0.773619 -0.515013 -0.369155 
2 0.955551 -0.148152 -0.254899 -0.975609 -0.122397 -0.182228 
3 -0.068992 0.470502 -0.879697 0.313593 0.238773 -0.919047 
4 0.119574 0.062115 -0.990880 -0.031616 0.109898 -0.993440 
5 -0.478014 -0.575317 -0.663711 -0.729343 0.305460 -0.612171 
1 0.791650 -0.592225 -0.150199 0.798811 -0.587512 -0.129350 
