1 0.190897 0.365846 -0.910887 0.344066 0.189991 -0.919523 
2 0.208935 -0.938229 -0.275812 -0.114419 -0.809906 -0.575292 
3 -0.143943 -0.537172 -0.831099 -0.659672 -0.502811 -0.558582 
1 0.324659 -0.686531 -0.650594 0.548908 -0.751231 -0.366541 
2 0.210776 0.252376 -0.944394 -0.475688 -0.027982 -0.879169 
3 -0.204860 -0.528576 -0.823796 -0.698810 -0.489144 -0.521922 
1 0.620589 0.371943 -0.690310 0.577437 -0.737110 -0.351049 
2 0.185578 0.590919 -0.785096 0.514201 0.317861 -0.796593 
3 0.862887 -0.497629 -0.088267 0.832629 0.537178 -0.134793 
1 0.306290 -0.736152 -0.603545 0.449340 0.332838 -0.829043 
2 -0.779941 -0.601934 -0.171367 0.530351 -0.791058 -0.304886 
3 0.048634 -0.238032 -0.970039 -0.215509 -0.132648 -0.967450 
1 0.844540 0.253380 -0.471752 0.071640 0.555721 -0.828277 
2 0.142121 0.527097 -0.837837 0.461511 0.240283 -0.853974 
3 -0.068216 0.442786 -0.894029 0.385622 0.177693 -0.905384 
1 0.234046 0.404653 -0.884013 0.410209 0.333565 -0.848801 
2 0.130646 0.434113 -0.891335 0.419162 0.223349 -0.880010 
3 -0.112920 0.420349 -0.900309 0.280078 0.165950 -0.945525 
1 0.179861 0.043711 -0.982720 0.349872 0.076296 -0.933686 
2 0.126991 0.439098 -0.889419 0.442731 0.202759 -0.873429 
3 -0.056310 0.353690 -0.933666 -0.299113 -0.082869 -0.950613 
1 0.338838 -0.729175 -0.594553 0.464288 0.365726 -0.806648 
2 0.217791 0.363147 -0.905920 0.523147 0.151972 -0.838583 
3 -0.066491 0.337858 -0.938846 -0.311590 -0.020740 -0.949990 
1 -0.463435 -0.872602 -0.154254 0.620363 -0.648436 -0.441226 
2 0.245619 -0.936077 -0.251856 -0.142929 -0.823864 -0.548469 
3 -0.042447 0.291445 -0.955645 -0.336999 0.068087 -0.939040 
1 0.479390 -0.540971 -0.691039 0.617226 -0.508888 -0.600054 
2 0.283863 0.187659 -0.940322 0.574876 0.218603 -0.788499 
3 0.080991 0.069157 -0.994313 0.921216 0.149428 -0.359211 
1 0.457569 -0.537744 -0.708140 0.618481 -0.531799 -0.578508 
2 -0.215079 -0.941018 -0.261201 -0.145571 -0.814231 -0.561994 
3 0.037037 0.001669 -0.999312 -0.212569 -0.068419 -0.974748 
1 0.448001 -0.498576 -0.742103 0.628881 -0.531022 -0.567913 
2 0.221352 -0.937036 -0.270124 -0.129994 -0.811697 -0.569429 
3 -0.796423 0.602473 -0.052316 0.926121 0.211848 -0.312122 
1 0.442090 -0.505012 -0.741295 0.609084 -0.578272 -0.542787 
2 0.237655 -0.921698 -0.306583 0.102648 -0.794485 -0.598546 
3 -0.369132 -0.511411 -0.776016 -0.303067 -0.904449 -0.300203 
1 0.454457 -0.493518 -0.741558 0.627488 -0.563802 -0.537016 
2 0.237073 -0.931518 -0.275807 0.097640 -0.812551 -0.574654 
3 -0.692334 0.721096 -0.026373 0.776153 0.493052 -0.393048 
1 0.437691 -0.497771 -0.748766 0.622612 -0.565018 -0.541395 
2 -0.185770 -0.946063 -0.265433 -0.144846 -0.813975 -0.562552 
3 -0.170657 -0.431354 -0.885895 -0.127952 0.230791 -0.964554 
1 0.448718 -0.488368 -0.748431 0.626488 -0.553843 -0.548425 
2 -0.175464 -0.951376 -0.253170 -0.111736 -0.819854 -0.561564 
3 0.241812 -0.003905 -0.970315 -0.054662 -0.101868 -0.993295 
1 0.431594 -0.501797 -0.749618 0.615967 -0.568574 -0.545260 
2 -0.184863 -0.944760 -0.270654 -0.109231 -0.801431 -0.588029 
3 0.225595 -0.005537 -0.974205 -0.098353 -0.092878 -0.990808 
1 0.416552 -0.484070 -0.769520 0.600428 -0.568708 -0.562190 
2 -0.154423 -0.952513 -0.262435 -0.131747 -0.810672 -0.570486 
3 0.169218 0.108148 -0.979627 -0.189069 -0.094987 -0.977359 
1 0.422709 -0.482810 -0.766950 0.599262 -0.594589 -0.536049 
2 -0.178434 -0.946887 -0.267520 -0.162954 -0.803785 -0.572168 
3 0.178140 0.062876 -0.981994 0.159152 0.353401 -0.921834 
1 0.414785 -0.478022 -0.774241 0.626526 -0.556571 -0.545613 
2 -0.198572 -0.948764 -0.245798 -0.805901 0.225346 -0.547488 
3 0.214151 0.120922 -0.969287 -0.135822 -0.259372 -0.956179 
1 0.430833 -0.459755 -0.776536 0.657313 -0.559470 -0.504909 
2 -0.210423 -0.945086 -0.250069 -0.788369 0.230167 -0.570524 
3 0.232706 0.118210 -0.965336 -0.100578 -0.186191 -0.977352 
1 0.435754 -0.455815 -0.776113 0.650485 -0.531477 -0.542588 
2 -0.178894 -0.944638 -0.275055 -0.160090 -0.796542 -0.583003 
3 0.225234 0.128802 -0.965753 -0.113700 -0.117538 -0.986538 
1 0.407555 -0.467867 -0.784219 0.625366 -0.546439 -0.557066 
2 -0.198034 -0.939243 -0.280366 -0.146092 -0.785074 -0.601926 
3 0.235661 0.090239 -0.967637 -0.082588 0.027067 -0.996216 
1 0.419867 -0.449845 -0.788258 0.649544 -0.535874 -0.539381 
2 0.167596 0.941332 -0.292925 -0.122436 -0.793782 -0.595751 
3 0.259403 0.133131 -0.956549 -0.075187 -0.054091 -0.995701 
1 0.431904 -0.455897 -0.778214 0.622025 -0.563560 -0.543585 
2 -0.195498 -0.937417 -0.288148 -0.152101 -0.784454 -0.601247 
3 0.254731 0.068544 -0.964580 -0.080157 0.017693 -0.996625 
1 0.447462 -0.447015 -0.774568 0.647619 -0.558766 -0.518044 
2 0.189905 -0.936738 -0.294037 -0.115278 -0.796820 -0.593118 
3 0.237449 0.064554 -0.969253 -0.070654 -0.003037 -0.997496 
1 0.437195 -0.475885 -0.763147 0.630027 -0.566802 -0.530850 
2 0.213751 -0.933103 -0.289186 0.784751 0.120694 -0.607946 
3 0.229681 0.049909 -0.971985 -0.110483 -0.004566 -0.993868 
1 0.403235 -0.494708 -0.769848 0.610186 -0.597589 -0.520154 
2 0.297002 0.229962 -0.926773 -0.598859 -0.053821 -0.799044 
3 0.243804 0.089280 -0.965706 -0.056327 0.012911 -0.998329 
1 0.369300 -0.526111 -0.766045 0.553586 -0.634978 -0.538837 
2 0.283295 0.212673 -0.935155 -0.594798 -0.055715 -0.801942 
3 0.223214 0.064354 -0.972643 -0.087838 -0.051366 -0.994810 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.257094 -0.051253 -0.965026 0.512315 0.244724 -0.823191 
3 0.198163 0.064297 -0.978058 -0.102030 -0.022967 -0.994516 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.248973 -0.041600 -0.967617 0.508018 0.239825 -0.827286 
3 0.198163 0.064297 -0.978058 -0.102030 -0.022967 -0.994516 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.247412 -0.065944 -0.966664 0.498809 0.235401 -0.834132 
3 0.194031 0.069978 -0.978496 -0.112913 -0.068930 -0.991211 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.242731 -0.073199 -0.967328 0.491950 0.229413 -0.839854 
3 0.199444 0.059143 -0.978123 -0.107850 -0.065932 -0.991979 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.242731 -0.073199 -0.967328 0.491950 0.229413 -0.839854 
3 0.199444 0.059143 -0.978123 -0.107850 -0.065932 -0.991979 
1 0.409558 -0.515851 -0.752436 0.576447 -0.594897 -0.560184 
2 0.242731 -0.073199 -0.967328 0.491950 0.229413 -0.839854 
3 0.199444 0.059143 -0.978123 -0.107850 -0.065932 -0.991979 
