nx	ny	nz	n2x	n2y	n2z	class_view
c	c	c	c	c	c	d
-0.075242	0.352651	-0.932725	-0.316047	0.212118	-0.924727	robot
0.091708	-0.965220	-0.244828	-0.993728	0.048017	-0.100987	robot
0.502179	-0.573548	-0.647193	0.621843	-0.604379	-0.498033	robot
-0.052041	-0.920987	-0.386102	-0.492864	-0.038724	-0.869244	robot
0.869548	0.364400	-0.333316	0.840248	0.241396	-0.485501	window
-0.077723	0.354177	-0.931943	-0.342508	0.205002	-0.916876	robot
-0.984210	0.050897	-0.169532	-0.996301	0.021269	-0.083255	robot
0.700388	0.531708	-0.476176	0.649722	0.363888	-0.667418	robot
0.118959	-0.915881	-0.383419	-0.503802	-0.080684	-0.860043	robot
0.865401	0.356890	-0.351726	0.825638	0.267299	-0.496864	robot
-0.083638	0.338453	-0.937259	-0.341489	0.202778	-0.917751	robot
-0.988833	0.026308	-0.146689	0.013011	0.076150	-0.997011	robot
0.715948	0.525241	-0.459935	0.644204	0.341252	-0.684506	robot
-0.099533	-0.921161	-0.376238	-0.491844	-0.074284	-0.867508	robot
0.861928	0.364567	-0.352379	0.833638	0.234409	-0.500100	robot
-0.077641	0.340677	-0.936969	-0.333042	0.196866	-0.922132	window
-0.988084	0.022673	-0.152237	0.010791	0.080931	-0.996661	robot
0.673189	0.562888	-0.479556	0.640527	0.412785	-0.647560	robot
-0.107220	-0.920113	-0.376692	0.867222	0.130150	-0.480612	robot
-0.849587	0.363611	-0.382085	-0.818166	0.201195	-0.538632	robot
-0.077537	0.343047	-0.936113	-0.333290	0.185977	-0.924300	window
0.016590	0.133665	-0.990888	0.005726	0.066163	-0.997792	robot
0.670554	0.550561	-0.497233	0.650002	0.394096	-0.649758	robot
-0.129018	-0.916770	-0.378005	0.867241	0.120485	-0.483090	robot
0.857130	0.385106	-0.342085	0.816404	0.277803	-0.506270	robot
-0.078597	0.343293	-0.935934	-0.330604	0.219841	-0.917808	robot
0.014125	0.127661	-0.991717	0.001430	0.059409	-0.998233	robot
0.675834	0.547789	-0.493128	0.635360	0.402152	-0.659235	robot
-0.123826	-0.908983	-0.398016	0.854680	0.110467	-0.507267	robot
0.855919	0.388137	-0.341691	-0.815306	0.284491	-0.504322	floor
-0.080274	0.359844	-0.929553	-0.343461	0.203165	-0.916929	window
-0.991386	0.015379	-0.130063	0.004694	0.063445	-0.997974	robot
0.686385	0.538718	-0.488527	0.646819	0.392087	-0.654135	robot
-0.114413	-0.913878	-0.389535	0.856023	0.112206	-0.504614	robot
0.838532	0.399810	-0.370156	-0.804505	0.246798	-0.540242	robot
-0.079005	0.349178	-0.933720	-0.328585	0.195949	-0.923924	window
-0.992526	0.019446	-0.120477	0.004352	0.054928	-0.998481	robot
0.674876	0.544356	-0.498216	0.656073	0.394859	-0.643161	robot
-0.107341	-0.912260	-0.395298	0.855849	0.107084	-0.506019	floor
-0.847155	0.372817	-0.378598	-0.542558	0.190940	-0.818030	robot
-0.064743	0.340682	-0.937947	-0.317797	0.200028	-0.926819	window
0.016626	0.127449	-0.991706	0.004034	0.060920	-0.998134	robot
0.680473	0.531757	-0.504174	0.645187	0.398255	-0.652018	robot
-0.105273	-0.911958	-0.396548	-0.850259	0.110457	-0.514645	floor
-0.831550	0.391519	-0.394002	-0.590183	0.177733	-0.787461	robot
-0.080273	0.337453	-0.937913	-0.333503	0.205042	-0.920182	window
0.017653	0.128309	-0.991577	0.006804	0.064022	-0.997925	robot
0.679389	0.539907	-0.496921	0.633648	0.398962	-0.662812	robot
-0.112773	-0.914013	-0.389695	-0.853250	0.119065	-0.507728	floor
-0.845492	0.356973	-0.397132	-0.576614	0.134688	-0.805839	robot
-0.086299	0.336691	-0.937652	0.344593	-0.179212	-0.921487	window
0.009899	0.121170	-0.992582	-0.001701	0.059573	-0.998223	window
0.669340	0.548843	-0.500755	0.644804	0.405657	-0.647820	window
-0.185600	-0.900471	-0.393324	-0.831952	0.237795	-0.501308	floor
-0.839036	0.377298	-0.392002	-0.599146	0.124124	-0.790960	robot
-0.100561	0.351080	-0.930930	-0.369331	0.195685	-0.908461	window
-0.011975	-0.145906	-0.989226	-0.000930	0.066815	-0.997765	window
0.659644	0.558171	-0.503304	0.644015	0.420350	-0.639180	window
0.397118	0.174352	-0.901054	-0.826325	0.256313	-0.501488	floor
-0.838934	0.374470	-0.394921	-0.575851	0.137560	-0.805899	window
-0.097151	0.347670	-0.932570	-0.360394	0.218397	-0.906873	window
0.019557	0.147903	-0.988809	0.008095	0.074374	-0.997198	window
0.659644	0.558171	-0.503304	0.644015	0.420350	-0.639180	window
0.396789	0.177330	-0.900618	-0.824462	0.257301	-0.504042	floor
-0.834972	0.374381	-0.403312	-0.579789	0.121669	-0.805631	robot
-0.094377	0.348493	-0.932548	-0.351671	0.221530	-0.909534	window
0.020224	0.154991	-0.987709	0.008541	0.079127	-0.996828	window
0.659644	0.558171	-0.503304	0.644015	0.420350	-0.639180	robot
0.396789	0.177330	-0.900618	-0.824462	0.257301	-0.504042	floor
-0.834972	0.374381	-0.403312	-0.579789	0.121669	-0.805631	robot
-0.094377	0.348493	-0.932548	-0.351671	0.221530	-0.909534	window
0.019716	0.149674	-0.988539	0.008632	0.076167	-0.997058	window
0.661138	0.562089	-0.496942	0.645887	0.412411	-0.642454	robot
0.396789	0.177330	-0.900618	-0.824462	0.257301	-0.504042	floor
-0.834536	0.372980	-0.405508	-0.585606	0.110668	-0.803006	robot
-0.094377	0.348493	-0.932548	-0.351671	0.221530	-0.909534	window
0.019900	0.151446	-0.988265	-0.009233	-0.077950	-0.996915	robot
0.664269	0.567058	-0.487023	0.640848	0.408392	-0.650023	robot
0.396789	0.177330	-0.900618	-0.824462	0.257301	-0.504042	robot
-0.834167	0.371736	-0.407402	-0.591295	0.100177	-0.800209	robot
-0.094377	0.348493	-0.932548	-0.351671	0.221530	-0.909534	window
0.020067	0.153243	-0.987985	-0.009903	-0.079750	-0.996766	robot
0.662489	0.563615	-0.493403	0.638293	0.415368	-0.648114	robot
0.396789	0.177330	-0.900618	-0.824462	0.257301	-0.504042	robot
-0.834167	0.371736	-0.407402	-0.591295	0.100177	-0.800209	robot
-0.097151	0.347670	-0.932570	-0.360394	0.218397	-0.906873	robot
0.019900	0.151446	-0.988265	-0.009233	-0.077950	-0.996915	robot
0.005720	-0.210995	-0.977470	-0.250197	-0.045817	-0.967110	window
0.335648	-0.096515	-0.937030	-0.802118	0.073694	-0.592600	window
0.417255	-0.162529	-0.894138	0.670542	0.003533	-0.741863	robot
-0.053215	0.478549	-0.876447	-0.273901	0.270221	-0.923016	robot
0.777273	0.622701	-0.089945	0.637185	-0.770549	-0.015777	robot
0.126725	0.241062	-0.962201	0.338128	0.056367	-0.939410	window
-0.236772	0.058969	-0.969774	-0.408831	0.224891	-0.884467	robot
-0.124727	0.442053	-0.888275	-0.388781	0.300485	-0.870952	robot
0.782577	0.616460	-0.086890	0.586698	-0.078432	-0.805999	vent
0.108716	0.268686	-0.957073	-0.303024	-0.073611	-0.950136	window
-0.218473	-0.033937	-0.975253	-0.402058	0.085494	-0.911614	robot
-0.165675	0.417364	-0.893509	-0.464277	0.379226	-0.800397	robot
-0.740347	-0.670445	-0.048876	0.601573	-0.754717	-0.261747	vent
0.974243	0.196747	-0.110182	-0.305172	-0.104646	-0.946530	robot
-0.253379	-0.032052	-0.966836	-0.422684	0.112022	-0.899327	vent
-0.043528	0.989764	-0.135913	-0.061398	-0.047831	-0.996967	vent
0.163049	-0.717372	-0.677342	0.669195	-0.672865	-0.315326	robot
-0.986022	0.150561	-0.071352	0.945391	0.180943	-0.271101	vent
-0.234575	0.092151	-0.967720	-0.365389	0.214571	-0.905787	vent
-0.072947	0.982674	-0.170383	0.017406	-0.109514	-0.993833	vent
0.200351	-0.707528	-0.677690	0.764607	-0.574966	-0.291188	vent
-0.113330	-0.991664	-0.061315	0.960789	0.127981	-0.245977	vent
-0.243389	0.124413	-0.961916	-0.399032	0.217613	-0.890740	vent
-0.082350	0.982713	-0.165815	-0.023886	-0.021828	-0.999476	robot
0.124764	-0.698599	-0.704552	0.726397	-0.650106	-0.222956	vent
-0.136547	-0.985688	-0.098866	0.936473	0.168704	-0.307502	vent
-0.291734	0.234966	-0.927190	0.500249	-0.288067	-0.816559	vent
0.156810	-0.063883	-0.985561	-0.010912	-0.000105	-0.999940	vent
0.133038	-0.730231	-0.670122	0.729497	0.187488	-0.657785	vent
-0.985264	0.130476	-0.110595	-0.322638	-0.124559	-0.938291	vent
0.166757	-0.923658	-0.345034	-0.551875	0.160545	-0.818327	vent
0.081676	0.090172	-0.992571	-0.147376	0.160210	-0.976019	vent
0.132315	-0.736758	-0.663084	0.729862	0.090958	-0.677517	vent
-0.135212	-0.964254	-0.227887	0.471232	0.153194	-0.868604	vent
0.343904	-0.152866	-0.926478	0.101671	-0.814837	-0.570705	vent
-0.049501	-0.188417	-0.980841	0.209280	-0.058221	-0.976121	vent
0.135069	-0.685786	-0.715160	0.712155	-0.635229	-0.298862	vent
-0.137459	-0.942179	-0.305620	0.761036	0.127179	-0.636121	vent
-0.186647	-0.918619	-0.348284	0.166294	-0.791561	-0.588029	vent
0.024001	-0.222304	-0.974682	0.275758	0.030069	-0.960757	vent
0.167755	-0.695389	-0.698779	0.711496	-0.620835	-0.329146	vent
0.306629	0.130374	-0.942858	-0.778814	0.190206	-0.597721	vent
0.147611	-0.918366	-0.367173	0.160599	-0.788250	-0.594028	vent
0.052912	-0.232517	-0.971152	0.292647	-0.042561	-0.955273	vent
0.128118	-0.706713	-0.695804	0.705994	-0.600515	-0.375440	robot
0.313340	0.107052	-0.943588	-0.210568	-0.787880	-0.578711	vent
0.205871	-0.916898	-0.341928	0.778720	0.309519	-0.545704	robot
-0.014443	0.312859	-0.949690	0.280960	-0.123655	-0.951720	floor
0.143555	-0.709604	-0.689822	0.746505	0.207313	-0.632259	vent
0.315535	0.111189	-0.942377	-0.775900	0.170922	-0.607261	robot
0.196912	-0.920552	-0.337357	0.779048	0.259513	-0.570734	robot
0.014462	-0.226982	-0.973792	0.303446	-0.045129	-0.951779	floor
0.152031	-0.711626	-0.685912	0.707095	-0.666274	-0.236845	vent
0.303742	0.091717	-0.948329	-0.108862	-0.832533	-0.543174	robot
-0.310070	0.172765	-0.934884	0.798899	0.296266	-0.523437	robot
-0.036531	-0.207083	-0.977641	-0.958997	0.129368	-0.252169	window
-0.678009	-0.701298	-0.220193	0.769691	0.142970	-0.622202	vent
-0.108383	-0.946122	-0.305134	-0.776198	0.102234	-0.622145	robot
-0.288354	0.178140	-0.940807	0.465547	-0.361008	-0.808046	robot
-0.027892	-0.191616	-0.981073	0.252324	-0.041097	-0.966770	robot
0.137382	-0.692995	-0.707732	0.711947	-0.634120	-0.301700	vent
-0.310117	-0.087871	-0.946629	-0.560760	-0.001387	-0.827977	robot
-0.346798	0.208025	-0.914580	-0.629719	0.265274	-0.730126	vent
0.014602	0.250445	-0.968021	0.248216	-0.065064	-0.966517	robot
0.179101	-0.733954	-0.655160	0.735472	0.119403	-0.666952	vent
0.128489	-0.937060	-0.324668	0.793511	0.128875	-0.594754	robot
0.364100	-0.252834	-0.896385	-0.615524	0.252612	-0.746537	vent
0.007352	0.262206	-0.964984	0.265386	-0.052888	-0.962690	robot
0.094394	0.647822	-0.755921	0.685690	-0.683965	-0.249043	vent
0.116788	-0.948978	-0.292918	0.818195	0.157126	-0.553053	robot
0.854479	0.348399	-0.385337	0.724632	0.243607	-0.644642	robot
0.026133	0.262917	-0.964464	0.228094	-0.093205	-0.969168	window
0.101344	-0.742549	-0.662080	0.699865	0.150600	-0.698218	vent
0.099266	-0.951170	-0.292271	0.106512	-0.804435	-0.584414	robot
0.852583	0.317733	-0.414907	0.127827	-0.714597	-0.687759	robot
0.036772	0.307634	-0.950794	0.208236	-0.127847	-0.969687	robot
0.125452	-0.704695	-0.698332	0.809659	0.157641	-0.565333	vent
-0.118140	-0.949259	-0.291463	-0.796670	0.141930	-0.587513	robot
0.841527	0.342084	-0.418104	0.722954	0.201430	-0.660880	robot
-0.020075	-0.249573	-0.968148	0.220416	-0.085719	-0.971632	robot
0.164155	-0.706969	-0.687930	0.736836	-0.546305	-0.398275	vent
-0.111581	-0.952472	-0.283454	-0.835337	0.161184	-0.525578	robot
-0.437312	0.316658	-0.841716	0.638657	-0.112238	-0.761262	robot
0.036313	0.246846	-0.968374	0.957617	-0.145034	-0.248868	robot
0.171203	-0.706256	-0.686944	0.714762	-0.419307	-0.559729	robot
0.278108	0.108706	-0.954379	-0.790335	0.193718	-0.581244	robot
-0.314231	-0.855003	-0.412589	0.143048	-0.731850	-0.666283	robot
-0.009006	-0.213838	-0.976828	0.240616	-0.073226	-0.967854	robot
0.088857	-0.711857	-0.696681	0.682613	-0.495287	-0.537336	robot
0.266717	0.099867	-0.958587	-0.157824	-0.836319	-0.525035	robot
-0.787738	0.449140	-0.421595	0.716080	0.196304	-0.669847	robot
-0.010473	-0.207721	-0.978132	0.252021	-0.037889	-0.966980	robot
0.137819	-0.694439	-0.706230	0.676700	-0.613288	-0.407375	robot
0.243397	0.093617	-0.965398	-0.839724	0.217944	-0.497357	vent
-0.770773	0.440179	-0.460599	0.108793	-0.721872	-0.683422	robot
0.006319	-0.232451	-0.972588	0.290439	-0.088333	-0.952808	robot
0.114453	-0.749122	-0.652470	0.588948	-0.604737	-0.536128	robot
0.298419	-0.017652	-0.954272	0.820676	0.095361	-0.563380	vent
-0.819809	0.365007	-0.441229	0.669382	-0.095173	-0.736797	robot
0.028658	-0.206241	-0.978081	0.289099	-0.002278	-0.957297	robot
0.092836	0.588960	-0.802813	0.552534	-0.617321	-0.560019	robot
0.314448	-0.034213	-0.948658	0.819869	0.112436	-0.561403	window
-0.846156	0.357430	-0.395304	0.584500	-0.064233	-0.808847	window
0.027729	-0.200208	-0.979361	0.288687	0.015768	-0.957294	robot
-0.081858	-0.178087	-0.980604	0.368389	0.488485	-0.790995	window
0.336417	-0.023908	-0.941409	-0.585798	-0.086178	-0.805862	window
-0.858269	0.319590	-0.401543	0.048953	-0.792842	-0.607458	window
0.024385	-0.229749	-0.972944	0.296707	-0.022879	-0.954695	robot
-0.184077	0.253714	-0.949602	0.435452	0.244361	-0.866412	window
0.028779	-0.943811	-0.329231	-0.611982	-0.026027	-0.790444	window
0.852380	0.343641	-0.394156	0.113475	-0.766198	-0.632506	robot
-0.094768	0.288416	-0.952804	0.325624	-0.059007	-0.943656	robot
-0.166917	0.265285	-0.949612	0.397786	0.123147	-0.909176	window
0.322141	-0.003340	-0.946686	-0.815230	0.162060	-0.556001	window
0.867468	0.294331	-0.401084	0.097331	-0.737817	-0.667946	robot
-0.100817	0.324422	-0.940525	-0.379949	0.175305	-0.908244	robot
0.028006	0.047881	-0.998460	-0.927155	0.294427	-0.231726	window
0.060354	-0.944868	-0.321841	-0.569982	0.012651	-0.821560	window
0.230109	-0.890104	-0.393402	-0.629018	0.097733	-0.771223	window
-0.165089	0.359481	-0.918433	-0.445448	0.286875	-0.848103	window
0.028006	0.047881	-0.998460	-0.927155	0.294427	-0.231726	window
0.060354	-0.944868	-0.321841	-0.569982	0.012651	-0.821560	window
0.233834	-0.891368	-0.388310	-0.626931	0.099902	-0.772643	robot
-0.165089	0.359481	-0.918433	-0.445448	0.286875	-0.848103	robot
0.022210	0.041760	-0.998881	-0.920255	0.311047	-0.237447	window
0.060354	-0.944868	-0.321841	-0.569982	0.012651	-0.821560	window
0.233834	-0.891368	-0.388310	-0.626931	0.099902	-0.772643	robot
-0.165089	0.359481	-0.918433	-0.445448	0.286875	-0.848103	robot
0.019064	0.030774	-0.999345	-0.911235	0.332066	-0.243686	window
0.064044	-0.945908	-0.318050	-0.568508	0.014804	-0.822545	window
0.233834	-0.891368	-0.388310	-0.626931	0.099902	-0.772643	robot
-0.170072	0.350242	-0.921090	-0.452421	0.293746	-0.842038	robot
0.013586	0.021658	-0.999673	-0.902060	0.353035	-0.248301	window
0.064044	-0.945908	-0.318050	-0.568508	0.014804	-0.822545	window
0.233834	-0.891368	-0.388310	-0.626931	0.099902	-0.772643	robot
-0.170072	0.350242	-0.921090	-0.452421	0.293746	-0.842038	robot
0.019064	0.030774	-0.999345	-0.911235	0.332066	-0.243686	window
0.067636	-0.946828	-0.314550	-0.565795	0.016269	-0.824385	window
0.238788	-0.892320	-0.383072	-0.624422	0.102272	-0.774363	robot
-0.170072	0.350242	-0.921090	-0.452421	0.293746	-0.842038	robot
0.190897	0.365846	-0.910887	0.344066	0.189991	-0.919523	robot
0.208935	-0.938229	-0.275812	-0.114419	-0.809906	-0.575292	robot
-0.143943	-0.537172	-0.831099	-0.659672	-0.502811	-0.558582	robot
0.324659	-0.686531	-0.650594	0.548908	-0.751231	-0.366541	robot
0.210776	0.252376	-0.944394	-0.475688	-0.027982	-0.879169	robot
-0.204860	-0.528576	-0.823796	-0.698810	-0.489144	-0.521922	robot
0.620589	0.371943	-0.690310	0.577437	-0.737110	-0.351049	robot
0.185578	0.590919	-0.785096	0.514201	0.317861	-0.796593	robot
0.862887	-0.497629	-0.088267	0.832629	0.537178	-0.134793	vent
0.306290	-0.736152	-0.603545	0.449340	0.332838	-0.829043	robot
-0.779941	-0.601934	-0.171367	0.530351	-0.791058	-0.304886	robot
0.048634	-0.238032	-0.970039	-0.215509	-0.132648	-0.967450	vent
0.844540	0.253380	-0.471752	0.071640	0.555721	-0.828277	vent
0.142121	0.527097	-0.837837	0.461511	0.240283	-0.853974	robot
-0.068216	0.442786	-0.894029	0.385622	0.177693	-0.905384	vent
0.234046	0.404653	-0.884013	0.410209	0.333565	-0.848801	vent
0.130646	0.434113	-0.891335	0.419162	0.223349	-0.880010	vent
-0.112920	0.420349	-0.900309	0.280078	0.165950	-0.945525	robot
0.179861	0.043711	-0.982720	0.349872	0.076296	-0.933686	vent
0.126991	0.439098	-0.889419	0.442731	0.202759	-0.873429	vent
-0.056310	0.353690	-0.933666	-0.299113	-0.082869	-0.950613	vent
0.338838	-0.729175	-0.594553	0.464288	0.365726	-0.806648	robot
0.217791	0.363147	-0.905920	0.523147	0.151972	-0.838583	vent
-0.066491	0.337858	-0.938846	-0.311590	-0.020740	-0.949990	vent
-0.463435	-0.872602	-0.154254	0.620363	-0.648436	-0.441226	robot
0.245619	-0.936077	-0.251856	-0.142929	-0.823864	-0.548469	vent
-0.042447	0.291445	-0.955645	-0.336999	0.068087	-0.939040	vent
0.479390	-0.540971	-0.691039	0.617226	-0.508888	-0.600054	robot
0.283863	0.187659	-0.940322	0.574876	0.218603	-0.788499	vent
0.080991	0.069157	-0.994313	0.921216	0.149428	-0.359211	vent
0.457569	-0.537744	-0.708140	0.618481	-0.531799	-0.578508	robot
-0.215079	-0.941018	-0.261201	-0.145571	-0.814231	-0.561994	vent
0.037037	0.001669	-0.999312	-0.212569	-0.068419	-0.974748	vent
0.448001	-0.498576	-0.742103	0.628881	-0.531022	-0.567913	robot
0.221352	-0.937036	-0.270124	-0.129994	-0.811697	-0.569429	vent
-0.796423	0.602473	-0.052316	0.926121	0.211848	-0.312122	vent
0.442090	-0.505012	-0.741295	0.609084	-0.578272	-0.542787	robot
0.237655	-0.921698	-0.306583	0.102648	-0.794485	-0.598546	vent
-0.369132	-0.511411	-0.776016	-0.303067	-0.904449	-0.300203	robot
0.454457	-0.493518	-0.741558	0.627488	-0.563802	-0.537016	robot
0.237073	-0.931518	-0.275807	0.097640	-0.812551	-0.574654	vent
-0.692334	0.721096	-0.026373	0.776153	0.493052	-0.393048	robot
0.437691	-0.497771	-0.748766	0.622612	-0.565018	-0.541395	robot
-0.185770	-0.946063	-0.265433	-0.144846	-0.813975	-0.562552	vent
-0.170657	-0.431354	-0.885895	-0.127952	0.230791	-0.964554	window
0.448718	-0.488368	-0.748431	0.626488	-0.553843	-0.548425	robot
-0.175464	-0.951376	-0.253170	-0.111736	-0.819854	-0.561564	vent
0.241812	-0.003905	-0.970315	-0.054662	-0.101868	-0.993295	window
0.431594	-0.501797	-0.749618	0.615967	-0.568574	-0.545260	robot
-0.184863	-0.944760	-0.270654	-0.109231	-0.801431	-0.588029	vent
0.225595	-0.005537	-0.974205	-0.098353	-0.092878	-0.990808	robot
0.416552	-0.484070	-0.769520	0.600428	-0.568708	-0.562190	robot
-0.154423	-0.952513	-0.262435	-0.131747	-0.810672	-0.570486	vent
0.169218	0.108148	-0.979627	-0.189069	-0.094987	-0.977359	robot
0.422709	-0.482810	-0.766950	0.599262	-0.594589	-0.536049	robot
-0.178434	-0.946887	-0.267520	-0.162954	-0.803785	-0.572168	vent
0.178140	0.062876	-0.981994	0.159152	0.353401	-0.921834	robot
0.414785	-0.478022	-0.774241	0.626526	-0.556571	-0.545613	robot
-0.198572	-0.948764	-0.245798	-0.805901	0.225346	-0.547488	vent
0.214151	0.120922	-0.969287	-0.135822	-0.259372	-0.956179	floor
0.430833	-0.459755	-0.776536	0.657313	-0.559470	-0.504909	robot
-0.210423	-0.945086	-0.250069	-0.788369	0.230167	-0.570524	window
0.232706	0.118210	-0.965336	-0.100578	-0.186191	-0.977352	robot
0.435754	-0.455815	-0.776113	0.650485	-0.531477	-0.542588	robot
-0.178894	-0.944638	-0.275055	-0.160090	-0.796542	-0.583003	robot
0.225234	0.128802	-0.965753	-0.113700	-0.117538	-0.986538	robot
0.407555	-0.467867	-0.784219	0.625366	-0.546439	-0.557066	robot
-0.198034	-0.939243	-0.280366	-0.146092	-0.785074	-0.601926	robot
0.235661	0.090239	-0.967637	-0.082588	0.027067	-0.996216	robot
0.419867	-0.449845	-0.788258	0.649544	-0.535874	-0.539381	robot
0.167596	0.941332	-0.292925	-0.122436	-0.793782	-0.595751	robot
0.259403	0.133131	-0.956549	-0.075187	-0.054091	-0.995701	robot
0.431904	-0.455897	-0.778214	0.622025	-0.563560	-0.543585	robot
-0.195498	-0.937417	-0.288148	-0.152101	-0.784454	-0.601247	robot
0.254731	0.068544	-0.964580	-0.080157	0.017693	-0.996625	robot
0.447462	-0.447015	-0.774568	0.647619	-0.558766	-0.518044	robot
0.189905	-0.936738	-0.294037	-0.115278	-0.796820	-0.593118	robot
0.237449	0.064554	-0.969253	-0.070654	-0.003037	-0.997496	robot
0.437195	-0.475885	-0.763147	0.630027	-0.566802	-0.530850	robot
0.213751	-0.933103	-0.289186	0.784751	0.120694	-0.607946	robot
0.229681	0.049909	-0.971985	-0.110483	-0.004566	-0.993868	robot
0.403235	-0.494708	-0.769848	0.610186	-0.597589	-0.520154	robot
0.297002	0.229962	-0.926773	-0.598859	-0.053821	-0.799044	robot
0.243804	0.089280	-0.965706	-0.056327	0.012911	-0.998329	robot
0.369300	-0.526111	-0.766045	0.553586	-0.634978	-0.538837	window
0.283295	0.212673	-0.935155	-0.594798	-0.055715	-0.801942	robot
0.223214	0.064354	-0.972643	-0.087838	-0.051366	-0.994810	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	window
0.257094	-0.051253	-0.965026	0.512315	0.244724	-0.823191	robot
0.198163	0.064297	-0.978058	-0.102030	-0.022967	-0.994516	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	window
0.248973	-0.041600	-0.967617	0.508018	0.239825	-0.827286	robot
0.198163	0.064297	-0.978058	-0.102030	-0.022967	-0.994516	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	robot
0.247412	-0.065944	-0.966664	0.498809	0.235401	-0.834132	robot
0.194031	0.069978	-0.978496	-0.112913	-0.068930	-0.991211	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	robot
0.242731	-0.073199	-0.967328	0.491950	0.229413	-0.839854	robot
0.199444	0.059143	-0.978123	-0.107850	-0.065932	-0.991979	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	robot
0.242731	-0.073199	-0.967328	0.491950	0.229413	-0.839854	robot
0.199444	0.059143	-0.978123	-0.107850	-0.065932	-0.991979	robot
0.409558	-0.515851	-0.752436	0.576447	-0.594897	-0.560184	robot
0.242731	-0.073199	-0.967328	0.491950	0.229413	-0.839854	robot
0.199444	0.059143	-0.978123	-0.107850	-0.065932	-0.991979	robot
-0.418568	-0.000801	-0.908185	0.584450	0.252218	-0.771236	robot
-0.053595	-0.969488	-0.239210	-0.273335	0.080456	-0.958548	robot
0.582606	0.589392	-0.559631	0.591156	0.418774	-0.689321	robot
0.387926	0.353924	-0.851030	0.693662	-0.056374	-0.718091	robot
0.025521	-0.035566	-0.999041	-0.109016	0.046142	-0.992969	robot
0.584591	0.612725	-0.531810	0.585448	0.453261	-0.672165	robot
-0.468821	-0.612691	-0.636252	0.874886	0.085421	-0.476737	robot
0.030496	0.350185	-0.936184	0.253022	0.192171	-0.948183	robot
0.685524	0.541619	-0.486525	0.679673	0.404546	-0.611872	robot
-0.517252	-0.463206	-0.719646	0.748993	-0.480312	-0.456410	robot
-0.137950	0.457317	-0.878539	-0.182195	-0.145854	-0.972384	robot
0.571992	0.357484	-0.738262	0.664742	-0.644655	-0.377543	robot
0.515013	0.099505	-0.851388	0.638501	-0.568077	-0.519235	robot
-0.028252	-0.235123	-0.971555	-0.217478	-0.092415	-0.971680	robot
0.560192	-0.645229	-0.519486	0.669591	-0.577739	-0.466761	vent
0.552132	0.124927	-0.824345	0.539303	-0.651973	-0.532995	robot
0.101849	0.325851	-0.939919	0.334772	0.118582	-0.934808	vent
0.679540	0.719933	-0.141142	0.889262	0.396349	-0.228300	vent
0.614467	-0.434529	-0.658495	0.898679	0.103656	-0.426183	robot
0.141285	0.373748	-0.916706	0.379117	0.142052	-0.914380	vent
0.643848	-0.741668	-0.188116	0.792494	0.600633	-0.105795	vent
0.585278	-0.592012	-0.554050	0.718190	-0.324410	-0.615598	robot
0.800581	0.297238	-0.520308	0.544955	-0.811418	-0.211247	vent
0.572737	-0.785044	-0.235962	0.716380	0.678871	-0.161039	vent
0.535411	-0.648215	-0.541435	0.691076	-0.412483	-0.593525	robot
-0.874606	-0.466917	-0.130588	0.475706	-0.858564	-0.191238	vent
-0.371122	-0.904781	-0.208902	0.324470	-0.693340	-0.643428	vent
0.645468	0.486809	-0.588548	-0.451913	0.550865	-0.701657	vent
-0.190771	-0.197330	-0.961596	0.407345	0.080307	-0.909737	vent
-0.262218	-0.900520	-0.346851	0.309564	-0.581673	-0.752214	vent
0.566775	0.506598	-0.649711	-0.474982	0.556081	-0.682031	vent
-0.271031	-0.036967	-0.961861	-0.476126	-0.008526	-0.879336	vent
-0.269760	-0.889719	-0.368280	0.261942	-0.534946	-0.803256	vent
0.548120	0.506987	-0.665228	-0.495638	0.574346	-0.651513	vent
-0.246900	-0.034866	-0.968414	-0.465429	0.001862	-0.885083	vent
-0.217319	-0.868203	-0.446089	0.330390	-0.638180	-0.695391	vent
0.544262	-0.606737	-0.579352	-0.407725	0.645395	-0.645930	vent
-0.241050	-0.023369	-0.970231	-0.460039	0.049502	-0.886518	robot
0.466074	-0.875242	-0.129329	0.337646	0.584594	-0.737730	vent
0.544464	-0.580757	-0.605211	-0.337136	0.691542	-0.638834	vent
-0.242553	-0.012524	-0.970057	-0.462510	0.006531	-0.886590	robot
-0.859220	0.455241	-0.233448	0.332618	-0.014762	-0.942946	robot
0.568825	-0.576085	-0.586996	-0.321308	0.688203	-0.650491	vent
-0.251518	0.030211	-0.967381	-0.467404	0.067902	-0.881432	robot
-0.537959	0.146199	-0.830196	-0.697496	0.169338	-0.696293	robot
0.637515	0.547289	-0.542262	-0.459783	0.662786	-0.591028	vent
-0.268819	0.018458	-0.963014	-0.486411	0.025885	-0.873347	robot
-0.532379	0.276994	-0.799905	-0.661532	0.301329	-0.686714	robot
-0.713156	0.477112	-0.513588	-0.643957	0.512721	-0.567835	vent
