nx	ny	nz	n2x	n2y	n2z	class_view
c	c	c	c	c	c	d
0.281491	-0.021019	-0.959334	-0.512246	0.025520	-0.858460	robot
0.253749	-0.933616	-0.252929	0.176390	-0.847794	-0.500133	window
0.785809	0.469810	-0.402222	0.780007	0.328611	-0.532545	robot
0.195113	0.217206	-0.956427	-0.351822	0.033579	-0.935464	vent
-0.280898	-0.012136	-0.959661	-0.511482	-0.030772	-0.858743	robot
-0.907170	0.323037	-0.269611	-0.165604	-0.832127	-0.529283	robot
-0.785081	0.455856	-0.419337	0.795606	0.292593	-0.530472	robot
0.185704	0.239301	-0.953021	-0.362675	0.002081	-0.931913	vent
-0.280517	0.051333	-0.958475	-0.508799	0.050010	-0.859432	robot
-0.879419	0.379372	-0.287573	-0.824593	0.206180	-0.526817	robot
-0.785606	0.462825	-0.410628	0.793783	0.295902	-0.531367	robot
0.188331	0.222010	-0.956683	-0.362203	0.014665	-0.931984	vent
-0.286510	0.052345	-0.956646	-0.495780	0.039932	-0.867530	robot
-0.867951	0.385555	-0.313062	0.176551	-0.806993	-0.563552	robot
0.786009	0.458681	-0.414490	0.788416	0.328280	-0.520224	robot
0.205933	0.215830	-0.954468	-0.389404	0.057644	-0.919262	vent
-0.272191	0.024414	-0.961933	-0.474842	-0.016939	-0.879908	robot
-0.862402	0.409628	-0.297434	0.803415	0.231294	-0.548659	robot
0.774304	0.468905	-0.424950	0.751475	0.356814	-0.554949	robot
0.183952	0.231263	-0.955342	-0.353957	0.020031	-0.935047	vent
-0.274415	0.056549	-0.959947	-0.472249	0.024143	-0.881135	robot
0.878045	0.379561	-0.291497	0.812530	0.194686	-0.549448	robot
-0.788176	0.441187	-0.429107	0.213822	-0.801752	-0.558098	robot
0.176814	0.247973	-0.952495	-0.330096	-0.039261	-0.943130	vent
-0.272104	0.055739	-0.960652	-0.473973	0.037474	-0.879742	robot
0.872077	0.395524	-0.288171	0.811575	0.260432	-0.522992	robot
-0.774624	0.444160	-0.450199	0.799047	0.243395	-0.549802	robot
0.151428	0.257080	-0.954452	-0.283881	-0.055224	-0.957268	vent
-0.275128	0.036599	-0.960711	-0.485821	-0.022201	-0.873776	robot
0.884620	0.349792	-0.308373	0.130851	-0.814910	-0.564624	robot
-0.773534	0.455280	-0.440869	0.792438	0.256503	-0.553397	robot
0.180371	0.285617	-0.941217	-0.363218	-0.022085	-0.931442	vent
-0.286934	0.036787	-0.957244	-0.494513	0.043953	-0.868058	robot
0.888275	0.349709	-0.297776	0.156633	-0.811719	-0.562653	robot
0.775433	0.467783	-0.424127	0.766649	0.300393	-0.567462	robot
0.196904	0.233365	-0.952244	-0.378614	-0.013214	-0.925460	robot
-0.292074	0.021961	-0.956144	-0.522629	0.001672	-0.852558	robot
0.884497	0.351300	-0.307008	-0.158620	-0.794547	-0.586118	robot
-0.765150	0.462935	-0.447478	0.762361	0.275870	-0.585407	robot
0.198750	0.234960	-0.951469	-0.360159	-0.020512	-0.932665	robot
-0.259717	0.073124	-0.962912	-0.465170	0.037563	-0.884424	robot
0.307346	-0.899732	-0.309871	-0.119770	-0.802457	-0.584567	robot
-0.788278	0.454508	-0.414778	0.243654	-0.817086	-0.522497	robot
0.207806	0.252971	-0.944893	-0.380294	-0.023662	-0.924563	robot
-0.285807	0.118950	-0.950876	-0.494731	0.070929	-0.866147	robot
0.301486	-0.900754	-0.312648	0.156253	-0.783676	-0.601197	robot
-0.765175	0.465534	-0.444730	0.779199	0.204303	-0.592545	robot
0.198782	0.230391	-0.952579	-0.357972	-0.010701	-0.933671	robot
-0.299711	0.113059	-0.947307	-0.534903	0.049342	-0.843471	robot
0.296155	-0.902279	-0.313343	0.156884	-0.781232	-0.604205	robot
-0.762153	0.456627	-0.458929	0.780957	0.235454	-0.578504	robot
0.208266	0.242920	-0.947426	-0.376931	-0.028644	-0.925798	robot
-0.295093	0.105868	-0.949585	-0.518412	0.040619	-0.854166	robot
0.317348	-0.905984	-0.280149	0.135579	-0.813572	-0.565437	robot
-0.756861	0.470526	-0.453615	0.793740	0.284261	-0.537748	robot
0.206832	0.263511	-0.942222	-0.387803	-0.047483	-0.920518	robot
0.122796	-0.946083	-0.299748	-0.517982	0.060931	-0.853219	robot
-0.898023	0.336110	-0.283875	-0.136434	-0.821692	-0.553361	robot
-0.767707	0.443900	-0.462145	0.789733	0.251877	-0.559357	robot
0.217065	0.240177	-0.946149	-0.396820	-0.019614	-0.917687	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.893787	0.333810	-0.299528	-0.544493	0.172528	-0.820830	robot
-0.763597	0.447337	-0.465627	-0.183678	-0.799903	-0.571329	robot
0.217065	0.240177	-0.946149	-0.396820	-0.019614	-0.917687	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.893787	0.333810	-0.299528	-0.544493	0.172528	-0.820830	robot
-0.763597	0.447337	-0.465627	-0.183678	-0.799903	-0.571329	robot
0.219060	0.236280	-0.946670	-0.405574	-0.015780	-0.913926	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.893787	0.333810	-0.299528	-0.544493	0.172528	-0.820830	robot
-0.764042	0.442820	-0.469203	-0.167269	-0.807008	-0.566356	robot
0.217065	0.240177	-0.946149	-0.396820	-0.019614	-0.917687	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.893787	0.333810	-0.299528	-0.544493	0.172528	-0.820830	robot
-0.764042	0.442820	-0.469203	-0.167269	-0.807008	-0.566356	robot
0.217065	0.240177	-0.946149	-0.396820	-0.019614	-0.917687	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.892774	0.333934	-0.302396	-0.548992	0.164402	-0.819499	robot
-0.764042	0.442820	-0.469203	-0.167269	-0.807008	-0.566356	robot
0.217065	0.240177	-0.946149	-0.396820	-0.019614	-0.917687	robot
-0.299386	0.113814	-0.947320	-0.520704	0.036069	-0.852975	robot
-0.892774	0.333934	-0.302396	-0.548992	0.164402	-0.819499	robot
-0.764042	0.442820	-0.469203	-0.167269	-0.807008	-0.566356	robot
-0.102098	-0.208667	-0.972643	-0.198565	-0.160951	-0.966782	robot
-0.173526	0.096212	-0.980118	0.923618	0.146587	-0.354178	robot
-0.058579	-0.263322	-0.962928	-0.070105	0.169195	-0.983086	window
0.148934	0.525717	-0.837520	0.273803	0.458043	-0.845712	robot
-0.099583	-0.044013	-0.994055	-0.204623	0.153363	-0.966752	vent
-0.305616	-0.943305	-0.129515	-0.941557	-0.335425	-0.030993	robot
-0.033868	-0.485975	-0.873316	0.807807	-0.111507	-0.578804	vent
-0.113798	-0.001968	-0.993502	-0.238477	0.198309	-0.950685	vent
0.015493	-0.579611	-0.814746	-0.216974	0.244810	-0.944982	robot
-0.112942	0.716438	-0.688448	-0.778112	0.064645	-0.624790	vent
-0.186970	-0.014113	-0.982264	-0.387324	0.115729	-0.914651	robot
0.082435	-0.681498	-0.727162	-0.277563	0.165610	-0.946325	vent
-0.043794	-0.644612	-0.763254	-0.097849	0.688855	-0.718264	vent
-0.197412	0.005670	-0.980304	-0.399884	0.124730	-0.908039	vent
-0.063389	-0.946914	-0.315175	0.234834	0.261372	-0.936236	vent
0.109084	-0.656201	-0.746660	0.763272	-0.517658	-0.386583	vent
-0.179545	-0.006137	-0.983731	-0.392205	0.106173	-0.913730	vent
0.052570	-0.052657	-0.997228	-0.083420	-0.063782	-0.994471	vent
0.296941	-0.742598	-0.600312	0.524818	-0.703716	-0.478906	vent
-0.177412	0.004309	-0.984127	-0.386117	0.116873	-0.915016	vent
0.098486	0.288906	-0.952278	-0.226439	-0.123096	-0.966216	vent
0.239345	0.276878	-0.930619	0.374104	0.162356	-0.913065	vent
-0.195916	0.000027	-0.980621	-0.396427	0.107652	-0.911733	vent
0.172956	0.349727	-0.920748	0.289757	0.127225	-0.948607	robot
0.227168	0.342951	-0.911471	0.351274	0.217080	-0.910759	vent
-0.195318	0.003363	-0.980734	-0.398129	0.097595	-0.912123	vent
0.211987	0.375851	-0.902107	0.341088	0.135976	-0.930145	robot
0.258112	0.418211	-0.870906	0.428745	0.294335	-0.854134	vent
-0.198508	0.004753	-0.980088	-0.402363	0.087141	-0.911324	vent
0.240523	0.352294	-0.904454	0.364483	0.091898	-0.926664	robot
0.218871	0.442221	-0.869791	0.437081	0.400882	-0.805142	vent
-0.191203	0.013284	-0.981461	-0.387761	0.074958	-0.918707	vent
0.209283	0.346004	-0.914594	0.329167	0.085810	-0.940364	eachother
0.210361	0.418727	-0.883412	0.453740	0.354411	-0.817626	vent
-0.199068	0.008560	-0.979948	-0.404707	0.075598	-0.911316	vent
0.199036	0.326824	-0.923889	0.313323	0.078042	-0.946435	robot
0.209644	0.364158	-0.907435	0.463766	0.311122	-0.829533	vent
-0.189224	0.003204	-0.981929	-0.406078	0.072390	-0.910967	vent
0.189667	0.330717	-0.924474	0.295782	0.088907	-0.951109	robot
-0.173196	-0.198169	-0.964745	0.390264	0.240266	-0.888800	vent
-0.181710	-0.017510	-0.983196	-0.380374	0.077641	-0.921568	vent
0.193712	0.317303	-0.928329	0.292892	0.085713	-0.952296	robot
-0.186267	-0.168708	-0.967906	0.383185	0.235731	-0.893084	vent
-0.201722	-0.044035	-0.978452	-0.408168	0.055146	-0.911240	vent
0.238283	0.314312	-0.918929	-0.354789	-0.040501	-0.934069	robot
-0.229062	-0.235609	-0.944468	0.454541	0.227400	-0.861210	vent
-0.204918	-0.009168	-0.978736	-0.407684	0.083274	-0.909318	vent
0.307877	0.316950	-0.897081	0.445092	0.099408	-0.889950	robot
-0.181759	-0.246082	-0.952054	0.393788	0.309352	-0.865582	vent
-0.200597	0.001386	-0.979673	-0.401055	0.080665	-0.912495	vent
0.310321	0.270654	-0.911289	0.427708	0.120912	-0.895793	robot
-0.153712	-0.257922	-0.953860	0.331334	0.330845	-0.883606	robot
-0.197242	0.007537	-0.980326	-0.394838	0.093024	-0.914029	vent
-0.168386	-0.154343	-0.973563	-0.250414	0.008261	-0.968104	robot
-0.165465	-0.235843	-0.957601	0.362953	0.269970	-0.891842	robot
-0.203474	0.006320	-0.979060	-0.066900	-0.406640	-0.911136	robot
0.002860	-0.056577	-0.998394	-0.128090	0.102761	-0.986424	robot
-0.198201	-0.230938	-0.952567	0.403441	0.306530	-0.862134	robot
-0.209091	0.003266	-0.977891	-0.400066	0.097599	-0.911275	vent
-0.010499	0.083986	-0.996412	-0.137207	0.222214	-0.965295	robot
-0.180784	-0.171953	-0.968375	0.361445	0.244256	-0.899831	window
-0.210389	0.003365	-0.977612	0.913128	0.058064	-0.403518	vent
0.964639	0.257865	-0.054568	0.933450	0.300423	-0.196004	robot
-0.142407	-0.138439	-0.980079	-0.313989	-0.212021	-0.925450	robot
-0.198813	-0.001530	-0.980036	-0.057758	-0.395401	-0.916691	vent
0.967616	0.247737	-0.048440	0.939715	0.275573	-0.202471	robot
-0.156736	-0.147993	-0.976490	-0.326330	-0.191508	-0.925653	window
-0.215960	-0.016576	-0.976261	-0.062927	-0.418913	-0.905843	vent
0.977572	0.209913	-0.016992	0.949814	0.274125	-0.150693	robot
-0.195588	-0.241061	-0.950597	0.386136	0.306602	-0.869997	window
-0.195509	-0.014108	-0.980600	-0.407710	0.083290	-0.909305	vent
-0.011601	0.189326	-0.981846	0.141665	-0.284821	-0.948055	robot
-0.189945	-0.229830	-0.954515	0.398506	0.285720	-0.871526	robot
-0.193573	-0.004699	-0.981075	-0.410551	0.087110	-0.907667	vent
0.005492	0.194290	-0.980929	0.116543	-0.282223	-0.952244	robot
-0.192819	-0.235679	-0.952510	0.391383	0.251475	-0.885200	robot
0.016031	0.198884	-0.979892	-0.401064	0.119809	-0.908182	vent
0.980047	0.185125	-0.072370	0.950150	0.198367	-0.240553	robot
-0.187760	-0.197731	-0.962106	0.372672	0.308629	-0.875136	robot
-0.231729	0.000700	-0.972780	-0.427427	0.091835	-0.899373	window
-0.935936	0.298689	-0.186570	-0.905700	0.166896	-0.389684	robot
-0.186622	-0.213034	-0.959056	0.370475	0.312147	-0.874822	window
-0.220412	0.021537	-0.975169	-0.425949	0.117695	-0.897059	window
0.873105	0.081088	-0.480741	-0.628530	0.308055	-0.714179	robot
-0.167294	-0.186694	-0.968069	0.356818	0.269574	-0.894433	window
-0.219614	0.006243	-0.975567	-0.083729	-0.412380	-0.907156	window
0.984251	0.054658	-0.168112	-0.793123	-0.427770	-0.433553	robot
-0.188814	-0.225325	-0.955813	0.393651	0.307929	-0.866151	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.322777	0.441451	-0.837219	-0.511815	0.181878	-0.839622	window
-0.192802	-0.226003	-0.954856	0.401978	0.318497	-0.858472	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.327293	0.437279	-0.837655	-0.515023	0.176817	-0.838741	robot
-0.192802	-0.226003	-0.954856	0.401978	0.318497	-0.858472	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.327293	0.437279	-0.837655	-0.515023	0.176817	-0.838741	robot
-0.192802	-0.226003	-0.954856	0.401978	0.318497	-0.858472	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.331911	0.432839	-0.838144	-0.518033	0.171789	-0.837932	robot
-0.188814	-0.225325	-0.955813	0.393651	0.307929	-0.866151	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.331911	0.432839	-0.838144	-0.518033	0.171789	-0.837932	robot
-0.193298	-0.218853	-0.956420	0.397498	0.298349	-0.867746	robot
-0.220558	0.014866	-0.975261	0.901603	0.081140	-0.424887	robot
-0.331911	0.432839	-0.838144	-0.518033	0.171789	-0.837932	robot
0.905416	0.222111	-0.361785	-0.790732	0.191140	-0.581557	window
0.134949	-0.881185	-0.453102	-0.633390	0.033159	-0.773122	window
-0.833076	0.394854	-0.387395	0.781481	0.312625	-0.539957	window
0.208458	-0.906385	-0.367439	-0.810188	0.125431	-0.572593	window
-0.430641	-0.007362	-0.902493	-0.594258	0.061910	-0.801888	window
0.160804	-0.967839	-0.193469	0.928220	0.215333	-0.303378	window
0.450215	0.380098	-0.807980	0.651813	0.120746	-0.748706	window
-0.913052	-0.288642	-0.288134	-0.298255	0.928064	-0.223030	vent
0.918337	0.361591	-0.160963	0.901681	0.341965	-0.264637	window
0.449862	0.322164	-0.832967	0.637700	0.102337	-0.763456	window
0.334937	0.205920	-0.919464	0.528954	-0.061051	-0.846452	vent
0.632185	-0.771048	-0.076329	0.558554	0.829147	-0.023066	window
0.836494	0.331273	-0.436505	0.618079	0.128339	-0.775569	window
-0.320780	0.056443	-0.945470	-0.497926	0.155761	-0.853117	vent
-0.124765	0.365159	-0.922547	-0.221647	-0.719979	-0.657649	robot
0.843098	0.354324	-0.404525	0.608241	0.152860	-0.778895	robot
-0.070273	-0.916780	-0.393161	0.090053	-0.810182	-0.579220	vent
-0.188439	0.279067	-0.941601	-0.262035	0.512872	-0.817496	vent
0.402996	0.369712	-0.837202	0.601555	0.150791	-0.784471	vent
-0.513743	0.168990	-0.841137	-0.659454	0.031516	-0.751084	vent
0.153308	-0.219839	-0.963414	-0.211521	0.513678	-0.831501	vent
0.402655	0.354329	-0.843990	0.610147	0.170820	-0.773654	vent
-0.589818	0.239513	-0.771199	-0.712202	0.091919	-0.695930	vent
-0.049552	0.359346	-0.931888	-0.677123	0.728768	-0.101983	vent
0.859964	0.314797	-0.401701	0.622234	0.125452	-0.772714	robot
-0.617863	0.293194	-0.729577	-0.726522	0.186220	-0.661429	vent
0.057271	0.646260	-0.760966	-0.690020	-0.723202	-0.029176	vent
0.860835	0.311839	-0.402143	0.616101	0.142566	-0.774658	robot
-0.632451	0.328090	-0.701686	-0.736227	0.246543	-0.630227	vent
0.561405	-0.827339	-0.018316	0.694728	0.719151	-0.013256	vent
0.853123	0.341228	-0.394645	0.765486	0.183891	-0.616616	vent
-0.534550	0.220160	-0.815957	-0.666839	0.060339	-0.742755	vent
-0.433188	-0.433049	-0.790454	-0.677236	-0.453156	-0.579655	robot
0.868463	0.320595	-0.378140	0.784968	0.142662	-0.602887	vent
-0.428330	0.016164	-0.903478	-0.615507	0.006456	-0.788105	vent
-0.557867	-0.575821	-0.597675	-0.702808	-0.559713	-0.439069	robot
0.870632	0.308563	-0.383131	0.787344	0.135231	-0.601500	robot
-0.451701	-0.073034	-0.889175	-0.620375	0.003012	-0.784300	vent
-0.245296	0.414466	-0.876383	-0.337348	0.380416	-0.861092	robot
0.853961	0.342758	-0.391494	0.778090	0.185424	-0.600161	robot
-0.462666	-0.029625	-0.886038	-0.623413	0.018872	-0.781665	vent
-0.378376	0.188319	-0.906293	-0.452797	0.219094	-0.864276	robot
0.858167	0.300413	-0.416294	0.614390	0.113229	-0.780835	robot
-0.454285	0.003634	-0.890849	-0.614600	0.037373	-0.787953	vent
-0.443978	0.204185	-0.872463	-0.574789	0.233157	-0.784382	robot
0.421651	0.297459	-0.856580	0.628305	0.083109	-0.773515	robot
-0.457857	0.012942	-0.888932	-0.619808	0.039464	-0.783761	vent
0.273905	-0.827841	-0.489546	0.744520	0.211618	-0.633173	robot
0.856766	0.308148	-0.413518	0.621698	0.115698	-0.774665	robot
-0.445846	0.039783	-0.894225	-0.608519	0.057093	-0.791483	vent
-0.803566	0.322236	-0.500446	0.732684	0.201532	-0.650045	robot
-0.862301	0.316587	-0.395234	-0.764141	0.178291	-0.619920	robot
-0.422727	0.070115	-0.903541	-0.593220	0.071826	-0.801830	robot
-0.807410	0.335163	-0.485546	0.736584	0.218288	-0.640152	robot
0.341103	0.861424	-0.376294	-0.763845	0.224448	-0.605115	vent
-0.421279	0.050633	-0.905516	-0.591100	0.053063	-0.804851	robot
-0.792716	0.345482	-0.502239	0.721808	0.215412	-0.657717	robot
-0.851114	0.350882	-0.390495	-0.748974	0.235298	-0.619414	vent
-0.429001	0.036152	-0.902580	-0.594005	0.033542	-0.803762	robot
-0.807972	0.321384	-0.493856	0.735431	0.213186	-0.643190	robot
-0.841285	0.363659	-0.399989	-0.747833	0.240452	-0.618813	robot
-0.453048	0.009931	-0.891431	-0.617343	0.020703	-0.786422	robot
-0.827614	0.297221	-0.476146	0.748431	0.196063	-0.633569	robot
-0.839054	0.359674	-0.408195	-0.739068	0.235750	-0.631031	robot
-0.452234	0.019965	-0.891676	-0.615974	0.029119	-0.787228	robot
0.288680	-0.838407	-0.462318	0.753968	0.208352	-0.622995	robot
-0.839094	0.335573	-0.428151	-0.731193	0.185097	-0.656579	robot
-0.448709	0.034932	-0.892995	-0.617261	0.042379	-0.785616	robot
0.273627	-0.836575	-0.474627	0.746809	0.207647	-0.631790	robot
-0.836356	0.335556	-0.433487	-0.733048	0.173603	-0.657649	robot
-0.465794	0.022659	-0.884603	-0.639978	0.005682	-0.768372	robot
0.290692	-0.830293	-0.475511	0.739938	0.221668	-0.635102	robot
0.847467	0.320461	-0.423208	-0.750194	0.151088	-0.643724	robot
-0.467370	0.036599	-0.883304	-0.636415	0.026738	-0.770883	robot
0.279982	-0.839739	-0.465240	0.751153	0.216699	-0.623546	robot
-0.856526	0.311382	-0.411587	-0.757100	0.144664	-0.637081	robot
0.037937	-0.882233	-0.469281	0.018370	-0.774797	-0.631944	robot
0.283235	-0.835893	-0.470171	0.752099	0.209363	-0.624911	robot
-0.855218	0.317271	-0.409807	-0.756218	0.178873	-0.629395	robot
0.464046	-0.084549	-0.881767	0.639186	-0.029404	-0.768490	robot
0.289403	-0.821366	-0.491532	0.186708	-0.733708	-0.653309	robot
-0.844726	0.351321	-0.403747	-0.745035	0.227448	-0.627049	robot
0.488002	-0.136912	-0.862038	0.670982	-0.015840	-0.741305	robot
0.277052	-0.833228	-0.478511	0.186224	-0.743699	-0.642053	robot
-0.848861	0.340343	-0.404477	-0.749019	0.225447	-0.623013	robot
0.506748	-0.141174	-0.850456	0.676335	0.019999	-0.736322	robot
0.278304	-0.832071	-0.479796	0.738948	0.193256	-0.645451	robot
-0.845767	0.346426	-0.405792	-0.744142	0.245638	-0.621220	robot
0.514543	-0.120530	-0.848951	0.675499	0.051234	-0.735578	robot
0.290627	-0.821157	-0.491159	0.730595	0.199595	-0.652987	robot
-0.845767	0.346426	-0.405792	-0.744142	0.245638	-0.621220	robot
0.514543	-0.120530	-0.848951	0.675499	0.051234	-0.735578	robot
0.288880	-0.818949	-0.495854	0.728340	0.198394	-0.655866	window
-0.844340	0.345130	-0.409848	-0.740757	0.242648	-0.626419	robot
0.516952	-0.119028	-0.847699	0.676367	0.050003	-0.734865	robot
0.288880	-0.818949	-0.495854	0.728340	0.198394	-0.655866	robot
-0.844340	0.345130	-0.409848	-0.740757	0.242648	-0.626419	window
0.519446	-0.117473	-0.846390	0.677238	0.048692	-0.734151	robot
0.288880	-0.818949	-0.495854	0.728340	0.198394	-0.655866	floor
-0.844340	0.345130	-0.409848	-0.740757	0.242648	-0.626419	robot
0.519446	-0.117473	-0.846390	0.677238	0.048692	-0.734151	robot
0.286928	-0.816817	-0.500482	0.726094	0.197369	-0.658660	floor
-0.840214	0.343584	-0.419512	-0.737012	0.228160	-0.636205	robot
0.519446	-0.117473	-0.846390	0.677238	0.048692	-0.734151	robot
0.288880	-0.818949	-0.495854	0.728340	0.198394	-0.655866	floor
-0.637661	0.630725	-0.442238	-0.668267	0.423293	-0.611753	robot
-0.369239	-0.177108	-0.912302	-0.427546	-0.011981	-0.903914	robot
-0.810845	0.459556	-0.362408	-0.783642	0.336875	-0.521940	window
-0.123907	0.484796	-0.865806	-0.376191	0.353746	-0.856355	robot
0.078836	-0.985341	-0.151291	-0.998484	0.029177	-0.046671	robot
0.596021	0.676109	-0.433169	0.657365	-0.585878	-0.473939	robot
0.845380	0.438518	-0.305017	-0.817362	-0.403832	-0.410901	robot
-0.346350	-0.128735	-0.929230	-0.922142	-0.220950	-0.317547	window
0.627236	0.776706	-0.057469	0.491460	-0.757463	-0.429787	robot
0.841772	0.437829	-0.315793	0.832268	0.349282	-0.430503	robot
-0.522191	-0.534994	-0.664152	0.747921	-0.604992	-0.273126	robot
0.856021	0.390879	-0.338293	0.493240	0.228798	-0.839265	robot
-0.376753	-0.142824	-0.915237	0.356271	0.249403	-0.900483	vent
-0.194671	-0.868848	-0.455199	-0.442574	-0.816297	-0.371198	robot
-0.238980	-0.046085	-0.969930	-0.294481	0.212724	-0.931681	robot
0.719701	-0.448742	-0.529775	0.810774	-0.529993	-0.248502	robot
0.390147	0.237366	-0.889631	0.524192	0.092416	-0.846571	robot
-0.429248	0.007708	-0.903154	-0.471021	0.000703	-0.882122	window
-0.469985	-0.861923	-0.190270	-0.543095	-0.774354	-0.324692	robot
-0.251062	0.148944	-0.956443	-0.317165	0.306465	-0.897488	robot
-0.474082	-0.547334	-0.689690	0.772097	-0.583152	-0.252585	vent
0.400701	0.193282	-0.895590	0.523266	0.027828	-0.851715	vent
-0.406612	0.142462	-0.902425	-0.484844	0.287811	-0.825888	robot
-0.207455	-0.745881	-0.632949	-0.571635	-0.746296	-0.340992	robot
0.847863	0.440664	-0.294862	0.831542	0.348770	-0.432317	robot
0.456439	0.662754	-0.593649	0.514138	0.736698	-0.439247	vent
0.866245	0.281694	-0.412635	0.556025	0.120796	-0.822341	vent
-0.319074	0.234746	-0.918197	-0.365269	0.314121	-0.876303	vent
-0.122476	-0.525765	-0.841766	-0.539026	-0.750082	-0.383182	vent
0.777869	0.567071	-0.270833	0.779118	0.406191	-0.477477	window
0.501290	0.689413	-0.522895	0.500721	0.707182	-0.499171	vent
-0.827616	0.414618	-0.378343	-0.796295	0.297025	-0.526963	vent
0.357956	-0.499788	-0.788720	-0.539239	-0.746503	-0.389813	vent
-0.464161	-0.856428	-0.226023	-0.582231	-0.711302	-0.393772	vent
0.797172	0.435162	-0.418509	0.782510	0.245111	-0.572363	vent
0.497100	0.702516	-0.509276	0.475163	0.730747	-0.490132	vent
-0.766436	0.507324	-0.393953	-0.708961	0.415732	-0.569685	vent
0.327183	-0.408725	-0.851995	0.378757	-0.530758	-0.758182	vent
-0.645950	-0.755498	-0.109413	-0.574981	-0.709101	-0.408133	vent
0.513956	0.644353	-0.566268	0.565137	0.475278	-0.674337	vent
0.451662	0.748082	-0.486184	0.514571	0.668268	-0.537247	vent
-0.714141	0.568931	-0.407823	-0.667987	0.488829	-0.561106	vent
0.443047	0.861909	-0.246622	0.836966	0.348047	-0.422316	vent
0.259768	-0.730491	-0.631588	0.595270	-0.733126	-0.328905	vent
0.437813	0.657098	-0.613631	0.482455	0.509657	-0.712381	vent
0.445129	0.746115	-0.495150	0.493248	0.659977	-0.566690	robot
-0.758446	0.499891	-0.418172	-0.715282	0.343042	-0.608847	robot
-0.269255	-0.936911	-0.222934	0.844512	0.350908	-0.404552	vent
0.195238	0.422700	-0.884990	0.382643	0.251358	-0.889046	eachother
0.479840	0.610146	-0.630456	0.505476	0.456248	-0.732347	vent
0.089515	0.155446	-0.983780	-0.970549	0.133469	-0.200553	vent
0.361966	0.212834	-0.907569	0.465816	0.118129	-0.876961	vent
0.861953	0.379594	-0.336073	0.824773	0.363191	-0.433408	robot
0.067086	-0.012635	-0.997667	-0.028983	-0.951418	-0.306535	eachother
-0.104739	-0.966126	-0.235861	-0.992498	0.073772	-0.097496	robot
0.443448	0.763821	-0.468969	0.518667	0.594064	-0.614876	window
-0.366032	-0.045025	-0.929513	-0.381728	0.021165	-0.924032	vent
0.861500	0.401852	-0.310374	0.825021	0.397142	-0.402018	floor
-0.268486	0.474898	-0.838085	-0.518344	0.401228	-0.755206	robot
0.091421	0.957282	-0.274325	0.979856	-0.048586	-0.193707	robot
0.453399	0.762343	-0.461804	0.524762	0.644754	-0.555803	vent
-0.400555	-0.170859	-0.900201	0.505083	0.090320	-0.858332	vent
0.857932	0.391787	-0.332349	0.827361	0.348155	-0.440752	floor
-0.213288	0.476085	-0.853142	-0.502024	0.304078	-0.809635	robot
0.100157	0.994967	-0.003115	0.995915	-0.060580	-0.066959	robot
-0.976571	0.214376	-0.018772	0.612437	0.575299	-0.542173	vent
-0.415263	-0.071686	-0.906872	-0.512315	0.012927	-0.858700	robot
0.845632	0.409485	-0.342385	0.808835	0.347799	-0.474153	floor
-0.100635	0.376213	-0.921052	-0.352199	0.229194	-0.907428	robot
-0.136933	-0.932323	-0.334698	-0.987010	0.084362	-0.136725	floor
-0.979531	0.174276	-0.100737	-0.633383	-0.603862	-0.483918	vent
-0.048383	-0.918706	-0.391966	-0.505548	-0.051525	-0.861258	robot
0.853779	0.395868	-0.338156	0.821503	0.351647	-0.448863	floor
-0.382846	-0.921423	-0.066395	-0.901020	0.274862	-0.335579	robot
0.161583	-0.912224	-0.376481	0.987582	0.089114	-0.129386	robot
-0.190509	-0.614547	-0.765531	0.540574	0.666201	-0.513766	vent
0.371546	0.100747	-0.922932	-0.865091	0.119861	-0.487084	robot
0.858726	0.385862	-0.337194	0.810994	0.358733	-0.462168	floor
-0.041700	0.530751	-0.846501	0.324155	-0.185437	-0.927651	robot
0.380616	0.774921	-0.504608	0.896420	-0.256123	-0.361707	robot
0.032726	0.366600	-0.929803	0.544772	0.624796	-0.559332	robot
-0.087733	-0.919924	-0.382155	-0.869474	0.113034	-0.480872	robot
0.862819	0.390976	-0.320440	0.816637	0.358884	-0.452002	floor
0.017581	-0.590350	-0.806956	-0.314793	0.223935	-0.922366	robot
0.662317	0.678808	-0.317104	0.603817	0.553228	-0.573885	robot
0.404353	0.737254	-0.541253	-0.375507	-0.861616	-0.341485	robot
-0.068737	-0.912105	-0.404152	0.859338	0.076728	-0.505619	robot
0.866878	0.377203	-0.325947	0.838965	0.295297	-0.457097	robot
