1 0.905416 0.222111 -0.361785 -0.790732 0.191140 -0.581557 
2 0.134949 -0.881185 -0.453102 -0.633390 0.033159 -0.773122 
3 -0.833076 0.394854 -0.387395 0.781481 0.312625 -0.539957 
1 0.208458 -0.906385 -0.367439 -0.810188 0.125431 -0.572593 
2 -0.430641 -0.007362 -0.902493 -0.594258 0.061910 -0.801888 
3 0.160804 -0.967839 -0.193469 0.928220 0.215333 -0.303378 
1 0.450215 0.380098 -0.807980 0.651813 0.120746 -0.748706 
2 -0.913052 -0.288642 -0.288134 -0.298255 0.928064 -0.223030 
3 0.918337 0.361591 -0.160963 0.901681 0.341965 -0.264637 
1 0.449862 0.322164 -0.832967 0.637700 0.102337 -0.763456 
2 0.334937 0.205920 -0.919464 0.528954 -0.061051 -0.846452 
3 0.632185 -0.771048 -0.076329 0.558554 0.829147 -0.023066 
1 0.836494 0.331273 -0.436505 0.618079 0.128339 -0.775569 
2 -0.320780 0.056443 -0.945470 -0.497926 0.155761 -0.853117 
3 -0.124765 0.365159 -0.922547 -0.221647 -0.719979 -0.657649 
1 0.843098 0.354324 -0.404525 0.608241 0.152860 -0.778895 
2 -0.070273 -0.916780 -0.393161 0.090053 -0.810182 -0.579220 
3 -0.188439 0.279067 -0.941601 -0.262035 0.512872 -0.817496 
1 0.402996 0.369712 -0.837202 0.601555 0.150791 -0.784471 
2 -0.513743 0.168990 -0.841137 -0.659454 0.031516 -0.751084 
3 0.153308 -0.219839 -0.963414 -0.211521 0.513678 -0.831501 
1 0.402655 0.354329 -0.843990 0.610147 0.170820 -0.773654 
2 -0.589818 0.239513 -0.771199 -0.712202 0.091919 -0.695930 
3 -0.049552 0.359346 -0.931888 -0.677123 0.728768 -0.101983 
1 0.859964 0.314797 -0.401701 0.622234 0.125452 -0.772714 
2 -0.617863 0.293194 -0.729577 -0.726522 0.186220 -0.661429 
3 0.057271 0.646260 -0.760966 -0.690020 -0.723202 -0.029176 
1 0.860835 0.311839 -0.402143 0.616101 0.142566 -0.774658 
2 -0.632451 0.328090 -0.701686 -0.736227 0.246543 -0.630227 
3 0.561405 -0.827339 -0.018316 0.694728 0.719151 -0.013256 
1 0.853123 0.341228 -0.394645 0.765486 0.183891 -0.616616 
2 -0.534550 0.220160 -0.815957 -0.666839 0.060339 -0.742755 
3 -0.433188 -0.433049 -0.790454 -0.677236 -0.453156 -0.579655 
1 0.868463 0.320595 -0.378140 0.784968 0.142662 -0.602887 
2 -0.428330 0.016164 -0.903478 -0.615507 0.006456 -0.788105 
3 -0.557867 -0.575821 -0.597675 -0.702808 -0.559713 -0.439069 
1 0.870632 0.308563 -0.383131 0.787344 0.135231 -0.601500 
2 -0.451701 -0.073034 -0.889175 -0.620375 0.003012 -0.784300 
3 -0.245296 0.414466 -0.876383 -0.337348 0.380416 -0.861092 
1 0.853961 0.342758 -0.391494 0.778090 0.185424 -0.600161 
2 -0.462666 -0.029625 -0.886038 -0.623413 0.018872 -0.781665 
3 -0.378376 0.188319 -0.906293 -0.452797 0.219094 -0.864276 
1 0.858167 0.300413 -0.416294 0.614390 0.113229 -0.780835 
2 -0.454285 0.003634 -0.890849 -0.614600 0.037373 -0.787953 
3 -0.443978 0.204185 -0.872463 -0.574789 0.233157 -0.784382 
1 0.421651 0.297459 -0.856580 0.628305 0.083109 -0.773515 
2 -0.457857 0.012942 -0.888932 -0.619808 0.039464 -0.783761 
3 0.273905 -0.827841 -0.489546 0.744520 0.211618 -0.633173 
1 0.856766 0.308148 -0.413518 0.621698 0.115698 -0.774665 
2 -0.445846 0.039783 -0.894225 -0.608519 0.057093 -0.791483 
3 -0.803566 0.322236 -0.500446 0.732684 0.201532 -0.650045 
1 -0.862301 0.316587 -0.395234 -0.764141 0.178291 -0.619920 
2 -0.422727 0.070115 -0.903541 -0.593220 0.071826 -0.801830 
3 -0.807410 0.335163 -0.485546 0.736584 0.218288 -0.640152 
1 0.341103 0.861424 -0.376294 -0.763845 0.224448 -0.605115 
2 -0.421279 0.050633 -0.905516 -0.591100 0.053063 -0.804851 
3 -0.792716 0.345482 -0.502239 0.721808 0.215412 -0.657717 
1 -0.851114 0.350882 -0.390495 -0.748974 0.235298 -0.619414 
2 -0.429001 0.036152 -0.902580 -0.594005 0.033542 -0.803762 
3 -0.807972 0.321384 -0.493856 0.735431 0.213186 -0.643190 
1 -0.841285 0.363659 -0.399989 -0.747833 0.240452 -0.618813 
2 -0.453048 0.009931 -0.891431 -0.617343 0.020703 -0.786422 
3 -0.827614 0.297221 -0.476146 0.748431 0.196063 -0.633569 
1 -0.839054 0.359674 -0.408195 -0.739068 0.235750 -0.631031 
2 -0.452234 0.019965 -0.891676 -0.615974 0.029119 -0.787228 
3 0.288680 -0.838407 -0.462318 0.753968 0.208352 -0.622995 
1 -0.839094 0.335573 -0.428151 -0.731193 0.185097 -0.656579 
2 -0.448709 0.034932 -0.892995 -0.617261 0.042379 -0.785616 
3 0.273627 -0.836575 -0.474627 0.746809 0.207647 -0.631790 
1 -0.836356 0.335556 -0.433487 -0.733048 0.173603 -0.657649 
2 -0.465794 0.022659 -0.884603 -0.639978 0.005682 -0.768372 
3 0.290692 -0.830293 -0.475511 0.739938 0.221668 -0.635102 
1 0.847467 0.320461 -0.423208 -0.750194 0.151088 -0.643724 
2 -0.467370 0.036599 -0.883304 -0.636415 0.026738 -0.770883 
3 0.279982 -0.839739 -0.465240 0.751153 0.216699 -0.623546 
1 -0.856526 0.311382 -0.411587 -0.757100 0.144664 -0.637081 
2 0.037937 -0.882233 -0.469281 0.018370 -0.774797 -0.631944 
3 0.283235 -0.835893 -0.470171 0.752099 0.209363 -0.624911 
1 -0.855218 0.317271 -0.409807 -0.756218 0.178873 -0.629395 
2 0.464046 -0.084549 -0.881767 0.639186 -0.029404 -0.768490 
3 0.289403 -0.821366 -0.491532 0.186708 -0.733708 -0.653309 
1 -0.844726 0.351321 -0.403747 -0.745035 0.227448 -0.627049 
2 0.488002 -0.136912 -0.862038 0.670982 -0.015840 -0.741305 
3 0.277052 -0.833228 -0.478511 0.186224 -0.743699 -0.642053 
1 -0.848861 0.340343 -0.404477 -0.749019 0.225447 -0.623013 
2 0.506748 -0.141174 -0.850456 0.676335 0.019999 -0.736322 
3 0.278304 -0.832071 -0.479796 0.738948 0.193256 -0.645451 
1 -0.845767 0.346426 -0.405792 -0.744142 0.245638 -0.621220 
2 0.514543 -0.120530 -0.848951 0.675499 0.051234 -0.735578 
3 0.290627 -0.821157 -0.491159 0.730595 0.199595 -0.652987 
1 -0.845767 0.346426 -0.405792 -0.744142 0.245638 -0.621220 
2 0.514543 -0.120530 -0.848951 0.675499 0.051234 -0.735578 
3 0.288880 -0.818949 -0.495854 0.728340 0.198394 -0.655866 
1 -0.844340 0.345130 -0.409848 -0.740757 0.242648 -0.626419 
2 0.516952 -0.119028 -0.847699 0.676367 0.050003 -0.734865 
3 0.288880 -0.818949 -0.495854 0.728340 0.198394 -0.655866 
1 -0.844340 0.345130 -0.409848 -0.740757 0.242648 -0.626419 
2 0.519446 -0.117473 -0.846390 0.677238 0.048692 -0.734151 
3 0.288880 -0.818949 -0.495854 0.728340 0.198394 -0.655866 
1 -0.844340 0.345130 -0.409848 -0.740757 0.242648 -0.626419 
2 0.519446 -0.117473 -0.846390 0.677238 0.048692 -0.734151 
3 0.286928 -0.816817 -0.500482 0.726094 0.197369 -0.658660 
1 -0.840214 0.343584 -0.419512 -0.737012 0.228160 -0.636205 
2 0.519446 -0.117473 -0.846390 0.677238 0.048692 -0.734151 
3 0.288880 -0.818949 -0.495854 0.728340 0.198394 -0.655866 
